source,target,n,pearson_r,pearson_p,spearman_r,spearman_p
api_mean_full810,human_quality,180,-0.33476272533270834,4.363925948464588e-06,-0.30046464433220066,4.1642566440578625e-05
api_mean_full810,human_risk,180,-0.23946168601788254,0.0012055293326066333,-0.242433661854138,0.0010418130099932692
web_interface_mean,human_quality,180,0.03175366203895607,0.6721793663144564,0.005316757337885683,0.9435288094667452
web_interface_mean,human_risk,180,-0.00795445193032841,0.9155995254694315,0.005799851480224787,0.9384073895876444
